40																																							
999999	15	11	11	11	15	19	15	15	15	15	11	15	15	15	23	19	15	11	19	15	15	11	15	23	19	19	15	15	15	19	15	19	11	15	15	15	23	27	15
0	5	6	6	4	7	10	9	7	6	7	6	8	7	6	20	11	7	5	10	11	7	6	7	6	9	10	0	8	7	3	8	8	7	8	6	9	23	20	7
30																																							
0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333																				
	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333																													
0	1	-1	4	5	5	3	1	0	1	-1	-1	6	5	3	3	1	-5	0	-4	-1	2	3	1	7	-9	-10	0	-4	0	16	-1	-4	1	-3	-2	4	-21	7	-2
0	0	-4	-2	1	4	-2	-5	-7	-2	1	-2	-2	5	-1	-18	0	-3	1	-2	-4	1	0	8	15	1	3	12	-2	-2	16	-7	9	4	2	-6	-6	-23	4	0
0	3	2	-2	5	-2	-5	5	-2	1	7	-5	-7	6	-5	-19	-3	3	1	0	2	-1	-1	8	1	6	-7	2	-4	-5	-3	-3	2	1	-1	-2	-4	-18	-20	4
0	8	-1	-5	1	-2	-10	-1	8	-1	8	-6	-5	-7	-2	-6	-11	0	2	0	-3	1	-6	-7	-6	-2	-10	15	0	1	-3	-8	-8	-5	6	-2	2	-7	6	-4
0	3	-5	-6	7	-7	-9	1	-7	-6	0	2	1	-4	-3	-6	4	2	0	-10	-3	7	0	-7	17	2	2	15	-5	-1	7	1	-6	-2	1	4	-8	-7	-6	2
0	4	0	-5	7	3	-2	-9	7	9	1	0	-8	1	-3	-4	0	1	1	2	-2	-2	1	0	16	-1	6	4	-6	-1	-3	7	-7	2	6	5	1	-4	-11	-1
0	0	-3	0	4	-7	9	-2	-5	-1	0	2	4	4	8	-10	4	0	-1	4	-5	-1	1	8	17	10	9	14	-5	1	16	7	2	-1	-4	-4	-1	-23	-19	4
0	2	-5	-1	4	7	3	-6	8	7	8	-3	-2	3	3	-17	2	-6	0	-6	-2	0	-1	8	10	2	1	2	1	3	-3	1	-3	-6	-2	-1	3	-23	7	1
0	0	-3	4	0	-5	4	-2	-2	4	-2	-2	0	7	1	-6	-1	4	2	9	-7	-1	-2	-7	17	8	9	15	-6	-3	15	-2	-3	-3	7	-2	-6	-23	-20	0
0	0	-5	3	2	5	1	1	-3	0	0	1	0	-6	7	3	-9	-1	2	-7	0	-3	1	8	-6	-8	9	5	3	2	-3	3	-3	1	2	-4	-8	-19	-20	-2
0	0	2	0	7	-6	-1	-3	-2	-6	-4	2	-5	4	-2	2	-3	-4	1	-7	-6	1	0	7	15	-9	-4	11	-4	-1	16	-8	-2	2	-3	4	-4	-23	-20	-2
0	1	-1	-1	-3	-3	-10	-1	1	0	-3	-4	-8	8	0	-3	-4	-1	0	-2	0	-2	1	-7	-6	-2	0	0	1	-1	12	7	-4	0	7	-4	2	0	-3	0
0	6	-6	-1	7	1	-1	-2	-2	-2	-1	-4	3	-5	3	3	2	-2	1	-3	-10	4	1	-7	-6	4	9	12	-8	-2	16	-7	5	2	-8	5	-6	-10	-1	2
0	1	1	0	-4	1	4	0	4	5	-1	5	7	8	6	-16	0	-2	0	8	-5	0	4	-7	2	4	9	2	7	-1	-3	2	6	0	5	0	2	-23	-15	0
0	4	0	1	5	8	1	-7	0	2	1	3	-8	8	8	-20	-1	-4	0	-2	1	0	5	-2	17	10	9	0	2	-2	3	-3	-8	-1	-7	6	2	-19	7	-1
0	6	-5	-2	2	6	0	-2	5	3	8	2	-2	2	8	-20	6	-4	0	4	0	-2	-1	-1	1	-5	7	11	-5	2	6	-8	6	-1	0	0	-2	-23	-20	-1
0	-3	0	2	-4	4	3	-4	-4	9	-4	-2	-5	8	-1	-20	-4	1	0	9	0	1	0	8	16	-8	-10	6	1	0	14	7	5	2	7	3	-7	-17	-20	3
0	1	0	3	-1	-7	4	-4	1	-1	3	-3	-2	-5	-6	-20	8	-1	2	-5	-1	-4	1	8	2	0	9	15	0	0	16	-8	3	-3	-8	5	1	-23	-20	-2
0	2	-6	-6	-4	-2	-4	-3	6	-5	-7	-6	2	0	7	-20	-11	-5	-1	4	-3	2	-3	-7	-4	-3	-10	15	-6	-1	16	2	11	1	-5	1	-3	0	7	1
0	1	-6	-1	7	8	-8	-8	-7	2	4	2	-6	5	4	-7	-1	7	0	-3	-6	3	-2	-7	-6	5	1	15	2	4	16	-8	-6	-1	-6	-5	0	0	7	4
0	0	5	-5	-2	8	-6	-9	-6	9	0	0	3	6	0	-20	3	0	1	2	-4	-3	1	-1	17	-1	2	10	5	-1	16	0	2	0	4	4	3	-21	7	0
0	-4	3	0	2	1	-4	2	8	0	0	1	-1	2	-2	-20	3	0	1	-2	-6	-4	-1	8	17	-7	-8	15	0	3	3	-5	-2	0	0	3	-2	-13	7	-2
0	2	-6	-2	7	-4	3	-4	4	8	8	5	0	8	6	3	-1	-4	1	-1	-2	-2	0	2	-6	-4	-10	2	1	-2	-2	0	3	-1	3	-4	-4	-23	-20	2
0	4	-6	2	3	-6	-10	-4	5	9	1	-2	-6	2	6	3	8	-4	2	-5	-1	0	2	6	-6	-2	-10	15	-2	-1	13	-1	7	3	3	5	-6	-18	-20	-5
0	5	-2	-3	7	-5	-1	6	-1	-5	4	-1	1	3	-2	3	-1	3	-1	-10	3	4	1	6	15	-4	-9	0	-8	-1	8	-5	0	-2	0	-3	-1	-23	-19	-5
0	5	0	-6	2	-2	-7	-4	-7	-6	0	0	1	3	-2	-8	-11	-2	3	-10	2	1	1	8	7	6	-9	14	-5	0	-2	0	1	-4	-1	8	-5	-1	-10	-2
0	8	-2	5	6	0	-6	-6	-7	7	8	2	-8	2	3	-9	-11	3	-1	-8	-2	0	-1	2	-6	-4	9	15	-3	0	11	1	2	-7	5	9	4	-6	7	-4
0	3	-4	-2	7	-7	6	-3	3	0	-7	5	-2	2	0	3	5	-3	-1	0	-4	-1	-1	8	8	-6	-6	0	5	-3	5	4	2	-3	6	6	0	-18	-20	-1
0	3	4	0	1	-7	0	-1	-6	7	-1	1	4	8	3	-13	1	-5	0	-10	2	-1	-2	-7	5	-5	-10	7	1	0	-3	4	1	-4	5	-5	-4	-23	-20	-1
0	0	-2	-3	2	-2	-1	-1	1	9	8	0	-2	-4	2	-3	-8	-5	0	9	2	0	0	-4	12	6	7	8	6	-1	0	7	3	-4	1	9	-6	-23	-20	-2
40
23
1e+009	7494	8410	9052	8804	4096	4691	5022	4075	4366	4118	4722	4765	5451	4732	2819	5901	4083	8021	5370	3962	6016	6975	2000	3009	3918	906	3297	5859	10515	1768	3780	8769	5160	2773	3589	3977	3288	3294	7557	
7387	1e+009	1521	1664	1984	11248	11827	12158	11029	10700	10591	11169	11212	12838	12119	5446	12857	11470	5536	2160	4546	2882	3696	5985	5406	3846	6975	9153	2020	3042	5792	9692	2018	11630	7976	10976	11364	5254	5124	805	
8320	1627	1e+009	655	1894	12182	12761	13092	11963	12098	11181	11757	11800	13494	12946	6379	13791	12374	6462	3634	5480	3777	4622	7387	6340	4775	7909	10554	2945	2118	6725	10247	501	12220	8612	11909	12297	6188	6058	913	
8929	1693	655	1e+009	1239	12790	13369	13700	12571	12242	11836	12412	12455	14149	13601	6988	14399	13012	7117	3702	6088	4424	5238	7527	6948	5388	8517	10695	3562	1463	7334	10902	1153	12875	9267	12518	12906	6796	6666	1568	
8738	1975	1875	1220	1e+009	12600	13179	13510	12381	12051	11942	12520	12563	14189	13470	6797	14209	12821	7408	4026	5900	4724	5568	7336	6759	5655	8327	10504	3891	2596	7143	11043	2371	12981	9327	12327	12715	6607	6477	1976	
4096	11205	12211	12853	12515	1e+009	653	985	1378	2268	4233	4993	4921	2239	1690	6458	2057	1189	10376	9081	7344	9215	9761	5593	6826	7825	4486	2670	9650	14239	5675	5086	12570	4221	5586	1392	747	6670	7102	11358	
4693	11747	12753	13395	13057	616	1e+009	418	1366	2256	4232	4999	4845	2163	1614	7014	2077	1188	10382	9623	7900	9770	10316	6135	7382	8367	5028	3212	10192	14781	6217	5092	13112	4145	5743	1387	789	7226	7658	11900	
5061	12115	13121	13763	13425	985	418	1e+009	1600	2490	4650	5417	5263	2026	2032	7383	1659	1606	10800	9991	8269	10139	10685	6503	7751	8735	5396	3581	10560	15149	6585	5510	13480	4563	6161	1805	1207	7595	8027	12268	
4480	11188	12193	12835	12498	1658	1661	2050	1e+009	890	5889	6549	6505	3787	3274	6708	2153	2847	11512	9064	8000	9893	10438	5577	7000	7807	4468	2290	9632	14222	5657	6643	12552	5805	6264	3048	2405	7349	7285	11340	
4733	10602	11931	12263	11912	2335	2915	2575	1646	1e+009	6564	7224	7182	4500	3951	6827	2847	3523	11972	8478	8224	10278	10931	4991	7248	7926	4587	1547	9751	13636	5776	7318	12360	6482	6724	3724	3081	7631	7533	11148	
4118	10528	11076	11731	11840	4443	4477	4895	5701	6591	1e+009	925	967	3468	2919	5167	6498	3365	7237	8404	6053	7762	7907	5631	5535	6664	4835	5847	8877	13194	5113	1608	11394	1101	3238	3088	3696	5379	5811	10586	
4629	11036	11782	12437	12348	5311	5235	5653	6601	7491	1281	1e+009	855	4257	3708	5675	7312	4292	7250	8912	6561	8468	8409	6138	6043	7172	5343	6776	9385	13900	5620	1621	12101	1772	3946	4056	4664	5887	6319	11094	
4765	11149	11793	12448	12461	4915	4839	5257	6205	7095	967	616	1e+009	3861	3312	5788	6916	3896	7861	9025	6674	8480	8576	6251	6156	7285	5480	6462	9498	13911	5732	2232	12112	1376	3956	3681	4289	6000	6432	11207	
5198	12692	13430	14085	14002	1879	1263	1655	2557	3447	3085	3843	3698	1e+009	467	7513	3259	1640	9678	10568	8399	10116	10261	7132	7881	9010	5912	4475	11057	15548	6966	4049	13749	2998	5593	1819	2052	7725	8157	12755	
4732	12226	13050	13705	13536	1690	1614	2032	2980	3870	2705	3467	3318	719	1e+009	7093	3691	1263	9300	10102	7979	9737	9882	6666	7461	8590	5446	4233	10591	15168	6500	3671	13369	2618	5213	1352	1680	7305	7737	12289	
1941	5676	6592	7234	6986	6037	6632	6963	6016	6307	5285	5861	5904	7392	6673	1e+009	7842	6024	6774	3552	1976	4030	5163	2252	977	1957	2509	5238	4044	8697	830	4422	6950	6324	2623	5530	5918	1360	1262	5739	
6011	12849	13820	14462	14159	2057	2058	1640	1872	2762	6288	7048	6903	3608	3669	8332	1e+009	3244	12431	10725	9218	11123	11668	7237	8627	9434	6095	3991	11259	15883	7284	7141	14179	6203	7459	3445	2802	8544	8912	12967	
4073	11567	12421	13076	12877	1189	1186	1604	2552	3442	3078	3840	3880	1657	938	6435	3244	1e+009	9225	9443	7321	9107	9232	6007	6803	7932	4787	3286	9932	14539	5841	3934	12740	3185	4584	636	443	6647	7079	11630	
7981	5543	6462	7117	7527	10805	10831	11249	10977	11867	7236	7480	7863	9848	9299	6614	12665	9696	1e+009	5665	4987	3578	2438	8557	5850	5716	8710	11119	4564	7927	7380	5628	6112	8275	5282	9468	10076	5694	5563	5609	
5283	2179	3508	3840	4163	9145	9724	10055	8926	8594	8487	9065	9108	10734	10015	3342	10754	9366	5682	1e+009	2443	2161	3476	3879	3304	2200	4872	7047	1580	5213	3688	7590	4005	9526	5872	8872	9260	3151	3021	2792	
3505	4566	5478	6120	5877	7361	7940	8272	7533	7871	6056	6634	6677	8494	7945	1635	9221	7163	4984	2441	1e+009	2054	3370	3881	864	729	3985	6802	2942	7583	2465	5195	5837	7095	3441	6839	7170	708	578	4625	
5559	2890	3809	4454	4864	9194	9773	10105	9368	9925	7843	8419	8462	10157	9608	3689	11089	9037	3584	2155	2054	1e+009	1386	5921	2918	2783	6039	8856	1255	5917	4519	6909	4169	8882	5274	8674	9044	2762	2631	2956	
6826	3701	4620	5273	5472	9614	10193	10525	9788	10678	7941	8519	8602	10578	10029	4997	11476	9521	2438	3472	3370	1386	1e+009	7186	4233	4099	7354	9928	2572	6353	5763	6778	4538	8981	5174	9131	9538	4077	3946	3767	
2000	6014	7343	7675	7324	5743	6322	6653	5523	5136	5632	6208	6251	7424	6705	2567	7352	6056	8599	3890	3892	5926	7176	1e+009	2990	3633	1484	3589	5357	9048	1621	5018	7772	6671	3351	5562	5917	3373	3275	6560	
2647	5575	6486	7130	6887	6497	7076	7408	6669	7013	5192	5770	5813	7630	7081	777	8357	6299	6369	3451	1628	3682	4758	3027	1e+009	1711	3286	5944	3924	8593	1607	4331	6846	6231	2577	5975	6306	953	1016	5633	
3732	3864	4775	5419	5176	7828	8423	8754	7807	8089	6772	7350	7393	9111	8464	1856	9633	7815	5713	1740	729	2783	4099	3621	1580	1e+009	3900	6788	2224	6882	2686	5863	5135	7811	4157	7321	7709	1424	1294	3922	
692	7049	7965	8607	8359	4273	4852	5183	4054	4189	4646	5224	5268	5953	5234	2612	5882	4585	8539	4925	3938	5982	7221	1534	3035	3679	1e+009	3120	5403	10070	1563	4283	8324	5688	3291	4091	4447	3418	3320	7112	
