50																																																	
999999	19	15	15	15	15	11	15	15	15	19	15	11	15	15	15	19	15	15	15	15	19	15	15	19	15	19	15	11	11	19	15	15	15	11	11	15	15	15	11	15	15	15	11	15	15	23	23	15	15
0	14	9	8	7	9	6	8	7	6	5	6	7	6	7	8	9	4	10	8	8	10	8	5	8	8	7	8	5	7	18	5	8	0	5	8	8	7	7	6	10	10	6	5	7	10	16	10	8	9
30																																																	
0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333																														
	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333																																							
0	-3	-4	-7	-4	-1	0	3	2	3	8	0	-7	-3	-7	-5	2	8	-2	6	-7	-10	-8	5	-1	2	2	-6	1	-1	-9	1	2	15	1	-2	-8	4	2	-1	5	5	4	0	1	-4	-16	1	-1	-8
0	-3	0	-3	0	-1	1	-2	-1	-1	8	-2	-2	2	0	7	-2	-4	0	-8	-4	0	-2	-3	7	-5	0	4	0	-3	1	3	-3	8	0	-4	1	1	1	1	-5	-1	-2	-1	-1	2	-10	-3	-5	-9
0	-1	-2	-8	5	-3	-1	1	4	8	6	-1	-4	4	-3	-8	-3	9	-1	-1	-1	-10	1	5	-8	5	-7	-1	2	4	-7	4	-4	0	2	1	-5	2	0	5	-2	-1	0	-3	-3	-5	7	6	4	4
0	-3	2	4	-3	2	0	-8	-6	-6	4	1	-6	9	0	-4	-2	7	-3	-4	1	-10	-8	10	5	-6	12	-6	0	-7	-2	1	-4	15	0	-3	0	-6	2	-2	-1	0	0	0	2	-4	-16	-10	-1	-9
0	1	-5	-8	3	-3	5	-1	2	-4	7	-2	-4	1	-5	-8	1	10	-1	6	-8	-4	1	-5	4	3	-7	5	-2	2	1	6	-2	15	1	-3	1	6	2	1	0	-10	1	3	2	2	-12	-10	-4	-2
0	1	-1	-6	3	-6	-6	0	-6	6	2	1	1	1	-2	-3	5	11	1	-8	-8	9	-8	1	0	1	10	-1	1	0	-18	0	-2	15	0	2	-2	1	1	-2	-2	0	2	-3	0	5	-10	-2	-7	-7
0	-2	2	7	3	5	5	0	-3	3	2	6	3	8	-6	-4	2	3	-4	6	-8	-7	-1	10	4	-6	3	-5	0	-1	-18	2	-5	7	2	-2	7	-3	-1	5	4	-1	-1	-3	1	1	-11	-2	-1	-7
0	0	0	0	0	-4	5	6	-3	5	7	9	-2	0	-2	1	-3	1	3	2	-8	-2	7	7	2	7	1	3	1	4	-18	-5	-2	15	1	0	7	8	1	2	1	0	2	4	0	-6	-16	-6	5	2
0	0	-5	0	-2	3	-4	-8	8	7	3	3	-3	2	4	3	6	6	0	3	-8	3	-2	-2	2	4	7	0	0	1	-18	-1	-3	15	0	-6	7	5	1	-5	-1	0	3	2	-2	-2	7	1	1	6
0	-2	-7	-4	2	1	3	4	-4	6	4	2	2	8	-3	4	0	4	-5	-4	-3	9	-5	-3	3	5	9	3	-1	2	-13	-3	-3	15	0	1	1	1	-1	5	-8	-3	-2	0	-1	-4	-2	4	-1	-9
0	4	-3	-4	3	0	-4	-4	1	9	8	-5	-3	-4	-3	-5	6	-2	-2	3	-1	-10	-3	0	-2	-5	12	3	-2	3	-18	-1	1	0	0	-1	-8	1	-2	1	-2	-1	-2	-2	0	-7	7	-2	-5	6
0	-3	-2	-6	2	-1	-2	-1	-1	2	6	-4	1	-3	2	4	2	1	0	3	4	-10	-6	0	7	3	5	1	0	2	-6	1	-1	0	-1	-8	-8	-2	0	-5	-8	2	2	-1	2	-3	-4	13	-2	-6
0	2	-3	-8	8	-1	5	-3	0	-1	2	2	-5	-1	-2	-7	-9	2	-2	0	-5	-10	3	1	1	-7	6	1	-2	-6	-14	1	-4	5	1	-3	7	-4	3	1	-2	-2	0	-1	0	-1	-12	13	-8	-9
0	4	6	2	1	3	-6	6	4	6	6	4	0	6	2	-1	3	5	-5	7	2	9	7	2	0	-1	11	-3	1	-1	-18	0	-4	15	1	0	7	-1	4	3	-8	1	-2	6	3	-3	-3	-9	0	0
0	-1	4	-1	-4	-5	5	-1	1	2	12	1	-2	4	-3	-3	-2	1	-2	4	-5	-10	4	3	6	0	4	7	4	1	-16	0	-2	15	0	3	-2	-5	-1	-5	-2	-1	0	2	1	4	-7	5	6	-7
0	5	-2	1	2	2	-6	-3	-1	-2	6	5	3	4	-5	7	2	-4	-6	6	7	3	-4	3	2	0	7	-7	2	-1	-14	-1	2	15	0	2	2	3	-1	-4	-4	0	-2	2	-1	3	1	-6	1	6
0	2	-6	2	-3	2	5	-7	1	5	5	4	-2	7	4	3	3	2	-2	-2	-5	-1	1	-1	1	-8	9	3	-1	-1	-18	-1	2	15	0	-2	7	-1	4	2	0	-2	1	0	-1	3	-2	6	2	4
0	1	-7	-5	0	-4	-6	0	8	7	0	4	-2	3	-3	-1	-2	3	-1	0	-3	-10	-1	-3	0	6	2	0	2	-3	-12	-1	-1	0	0	-2	-8	-1	2	0	1	2	-2	3	1	-6	-5	5	-5	6
0	-5	-3	1	-5	-4	5	-2	4	5	-2	-6	-6	-1	-4	-1	-6	5	-4	7	2	4	-2	0	-3	3	9	-2	-3	-1	1	0	2	15	2	-7	-8	-7	4	-1	-2	4	-5	-5	-1	3	-9	13	-4	-1
0	0	-7	-7	-5	-8	-1	-6	6	5	-2	2	1	-6	-5	-5	0	2	-8	-2	-4	-10	5	-3	0	-8	-7	-1	2	-7	-4	2	2	15	1	2	-8	-3	0	1	-5	4	5	-3	2	-10	-6	7	-8	6
0	-2	5	7	3	3	-2	-2	-2	3	4	1	1	5	4	-3	-5	0	1	-6	-3	3	0	-4	4	2	10	-1	2	-3	-18	1	0	14	2	-3	3	5	0	-2	0	-2	-6	5	0	1	-16	-10	4	-9
0	-2	0	-7	6	5	3	3	5	-4	13	-2	4	5	1	4	9	6	-3	0	6	-1	-3	-1	6	-3	-1	-6	1	-2	-18	0	2	15	0	3	-5	-1	7	0	-1	2	-1	3	2	0	0	13	0	-9
0	-4	-1	0	-6	0	-1	7	-1	-2	0	0	2	5	6	-3	4	4	-2	-2	-1	-2	-1	2	11	-5	12	-8	1	-5	-6	1	-8	15	2	0	6	2	0	-6	1	-1	2	4	3	2	7	-5	7	1
0	-14	5	5	0	4	-6	0	5	9	6	9	0	1	6	-8	-1	3	-2	-3	-5	9	5	5	-1	0	7	1	-1	1	-15	0	6	15	0	-2	5	0	1	0	-10	-1	0	-4	1	-2	-6	11	-2	-9
0	1	2	-1	8	3	-6	2	6	7	0	2	2	-6	5	0	-2	0	0	6	3	-10	5	-5	6	-3	12	0	1	-6	-18	1	3	7	1	-7	-4	3	2	-2	1	1	-1	4	1	0	2	-2	-1	-8
0	-1	-9	-4	2	-2	-1	0	-7	-5	2	2	-3	3	-5	3	1	-4	-6	-5	7	8	-7	1	-1	-2	-3	-8	-2	-7	-16	0	4	15	-1	-1	-8	-1	1	-6	-7	1	-3	-4	1	5	-15	-10	-6	6
0	3	1	-8	-7	-3	-6	-2	8	3	-4	-5	-6	-2	1	-1	6	2	1	3	-8	4	-8	3	5	4	12	-1	0	2	-16	-1	-3	15	3	2	0	-1	-1	1	-9	0	-2	1	-1	0	3	13	5	-9
0	3	3	7	-3	-6	5	1	8	1	-2	6	2	0	7	7	5	4	-3	-6	-2	1	5	2	5	-3	0	2	0	0	-17	-2	4	7	4	0	0	4	-2	4	-3	0	1	-1	2	3	3	-5	3	-9
0	-3	-4	-2	4	-3	-3	-5	-6	2	8	0	4	1	-1	0	4	3	-1	5	0	9	0	6	4	-4	5	3	1	0	-17	-1	1	15	0	-2	-1	4	-1	-4	-2	0	-1	-2	-2	2	5	-2	7	6
0	1	4	-8	-4	-5	0	4	-7	3	0	2	1	9	3	0	-1	-3	-2	-2	1	9	2	0	11	0	3	-8	1	-5	-18	3	5	15	1	-4	-1	-1	-2	5	-5	2	3	3	-3	0	7	8	0	-6
50
18
1e+009	8922	2781	7073	9611	10554	7851	5761	10319	10197	9054	8385	8818	13420	13230	8771	7575	9145	11841	9562	7599	4218	7634	8240	7570	7480	8724	6257	9297	8029	1723	9779	11323	2135	10433	7126	4795	6846	6698	7077	4268	9206	8963	8488	9215	5737	3104	2760	4742	3235	
8374	1e+009	6652	15002	689	2239	1540	11233	1695	1764	1418	1458	903	21392	21202	2363	2493	2013	19813	1767	2055	11941	2037	2253	4046	6280	6077	9852	15403	16001	9695	17751	19295	6712	18405	15098	12767	11561	10293	7183	7469	15403	15068	14260	12808	11212	10017	10732	7852	10141	
2305	6663	1e+009	8830	7351	8114	5591	5758	7879	7757	6700	6282	6465	15275	15085	7156	5167	7446	13696	7302	5662	5769	5374	5800	5247	5708	6914	5906	9928	9868	3641	11619	13178	1646	12288	8981	6650	6738	6347	5266	3917	9928	9593	9118	8864	5737	3740	4678	4391	3864	
6654	14957	8725	1e+009	15646	16589	13885	5991	16354	16232	15089	14472	14853	7104	6701	14859	13518	15232	4926	15577	13688	3436	13633	14275	13396	12967	14211	7531	4073	1038	5581	2794	5007	8224	3518	766	2160	5302	6569	12566	9222	3267	3739	3264	7205	4847	5401	4408	9695	5521	
9062	689	7341	15690	1e+009	1550	2229	11922	1006	1075	813	2147	1052	22080	21890	3051	3182	2702	20501	2346	2744	12629	2726	1830	4322	6556	6353	10541	16092	16689	10383	18439	19983	7401	19093	15786	13455	12250	10982	7459	8158	16092	15757	14949	13497	11901	10705	11420	8541	10829	
9653	2239	7833	16314	1550	1e+009	3703	12414	1225	724	2134	3697	2598	22669	22479	4601	3674	3578	21090	2929	4245	13253	4249	2314	4186	6201	5829	11033	16584	17278	10972	19028	20572	7990	19682	16375	14044	12742	11474	7104	8650	16584	16249	15441	13247	12393	11329	12009	9033	11453	
7268	1540	5700	13929	2229	3703	1e+009	10314	3235	3304	1672	1162	1436	20285	20095	2266	2755	1917	18706	1711	597	10868	546	2515	4308	6542	6339	10114	14484	14894	8589	16644	18188	5605	17298	13991	11660	11262	10555	7445	7731	14484	14149	13674	13070	10293	8945	9625	8114	9069	
5739	11591	5995	6268	12279	12964	10519	1e+009	12729	12607	11549	11173	11314	12719	12529	12279	9583	12337	10781	12209	10553	3207	10265	10650	9291	8782	10026	2319	5587	7004	4809	8649	10622	7309	9373	6000	4089	1879	2232	8405	4237	5588	5253	4778	5075	1395	3036	3635	4620	2872	
8799	1695	6979	15460	1006	1225	3235	11560	1e+009	913	1819	3153	2058	21815	21625	3859	2820	2723	20236	2074	3750	12399	3732	2079	4373	6607	6404	10179	15730	16424	10118	18174	19718	7136	18828	15521	13190	11888	10620	7510	7796	15730	15395	14587	13135	11539	10475	11155	8179	10599	
9613	1584	7795	16276	895	724	3124	12376	913	1e+009	1708	3042	1944	22631	22441	3946	3636	3597	21052	2987	3639	13215	3621	1957	4358	6373	6001	10995	16546	17240	10934	18990	20534	7952	19644	16337	14006	12704	11436	7276	8612	16546	16211	15403	13419	12355	11291	11971	8799	11415	
8505	1417	6732	15133	792	2134	1672	11313	1798	1775	1e+009	2777	666	21523	21333	3779	2572	3430	19944	3084	2215	12072	2218	1101	3592	5826	5623	9931	15483	16132	9826	17882	19426	6844	18536	15229	12898	11640	10372	6729	7548	15483	15148	14339	12875	11292	10148	10863	7931	10272	
7939	1915	6930	14609	2604	4154	1645	11518	3610	3679	3260	1e+009	2818	20956	20766	1106	2923	1164	19377	1878	1202	11752	1539	2683	4476	6710	6507	10282	15688	15565	9260	17315	18859	6276	17969	14662	12331	11991	10723	7613	7899	15688	15353	14690	13238	11497	10098	10296	8282	10221	
8196	877	6521	14824	1051	2600	1452	11102	2057	2126	668	2335	1e+009	21214	21024	3240	2361	2890	19635	2418	1995	11763	1998	1704	4157	6391	6188	9719	15272	15823	9517	17573	19117	6535	18227	14920	12589	11428	10160	7294	7337	15272	14937	14127	12675	11081	9839	10554	7720	9963	
13235	21533	15301	7224	22222	23165	20461	12572	22930	22808	21665	21052	21429	1e+009	1357	21439	20094	21812	2800	22153	20268	9743	20209	20851	19972	19543	20787	14139	8650	6749	12162	4881	2153	14804	4157	7250	9345	12440	13533	19142	15798	8415	8887	9643	14090	11986	11978	10988	16271	12099	
13037	21335	15103	6635	22024	22967	20263	12302	22732	22610	21467	20854	21231	1358	1e+009	21241	19896	21614	1827	21955	20070	9545	20011	20653	19729	19335	20579	13863	7673	6552	11964	3904	2020	14606	3180	6653	8758	11634	12900	18933	15600	7438	7910	9036	13113	11180	11780	10791	16073	11901	
8388	2363	7422	15058	3051	4601	2266	12003	3956	4126	3781	1149	3266	21405	21215	1e+009	3263	1399	19826	2161	1851	12201	2187	3023	4816	7050	6847	10622	16173	16014	9709	17764	19308	6725	18418	15111	12780	12331	11063	7953	8239	16173	15838	15030	13578	11982	10547	10745	8622	10670	
6468	3214	4650	13131	3386	4009	3335	8999	3774	3650	2594	4468	2359	19486	19296	5574	1e+009	5225	17907	4755	3851	10070	3533	1695	2004	4238	4035	7561	13120	14095	7789	15845	17389	4807	16499	13192	10861	9270	8002	5141	5177	13120	12785	11969	10517	8978	8118	8826	5560	8242	
7921	2013	6101	14582	2702	3578	1917	10682	2723	3636	2803	805	2875	20937	20747	1399	1942	1e+009	19358	929	1909	11521	2209	1702	3495	5729	5526	9301	14852	15546	9240	17296	18840	6258	17950	14643	12312	11010	9742	6632	6918	14852	14517	13709	12257	10661	9597	10277	7301	9721	
11480	19783	13551	4863	20472	21415	18711	10530	21180	21058	19915	19298	19679	2800	1827	19685	18344	20058	1e+009	20403	18514	8172	18459	19101	17957	17563	18807	12091	5901	5150	10407	2132	657	13050	1408	4881	6986	9862	11128	17161	13847	5666	6138	7264	11341	9408	10227	9234	14320	10347	
7081	1558	5261	13742	2129	2739	1822	9842	1885	2797	1963	1531	2035	20097	19907	2010	1102	876	18518	1e+009	2102	10681	2112	862	2655	4889	4686	8461	14012	14706	8400	16456	18000	5418	17110	13803	11472	10170	8902	5792	6078	14012	13677	12869	11417	9821	8757	9437	6461	8881	
7038	2055	5736	13708	2744	4245	597	10316	3750	3819	2215	903	1978	20055	19865	1852	3037	1909	18476	1992	1e+009	10851	348	2797	4590	6824	6621	10396	14486	14664	8359	16414	17958	5375	17068	13761	11430	11296	10837	7727	8013	14486	14151	13676	13352	10295	8980	9395	8396	9104	
3492	11790	5558	3465	12479	13422	10718	2829	13187	13065	11922	11309	11686	9812	9622	11696	10351	12069	8233	12410	10525	1e+009	10466	11108	10229	9800	11044	4397	5758	4421	2419	6172	7715	5061	6825	3518	1188	3433	3790	9399	6055	5663	5424	4949	6626	2272	2235	1246	6528	2356	
7049	2037	5448	13677	2726	4249	546	10028	3732	3801	2218	966	1982	20067	19877	2072	3046	2130	18488	2002	348	10616	1e+009	2806	4599	6833	6630	10176	14198	14676	8370	16426	17970	5388	17080	13773	11442	11008	10617	7736	8022	14198	13863	13388	13134	10007	8692	9407	8405	8816	
7656	2518	5838	14319	1830	2314	2670	10419	2079	1957	1101	3775	1666	20674	20484	4880	1679	4531	19095	4084	3196	11258	2908	1e+009	2984	5218	5015	9038	14589	15283	8977	17033	18577	5995	17687	14380	12049	10747	9479	6121	6655	14589	14254	13446	11994	10398	9334	10014	7038	9458	
7160	5009	5322	13287	4322	4186	5110	8851	4569	4245	3592	6257	4157	19738	19548	7363	1803	7022	18002	6556	5637	10226	5308	2984	1e+009	2234	2031	7439	13021	14119	8492	15870	17641	5868	16594	13221	11115	9225	7964	3137	5100	13021	12686	11931	9283	8830	8294	9166	5168	8130	
7190	7243	5694	12898	6556	6201	7344	8462	6803	6260	5826	8491	6391	19349	19159	9597	4036	9256	17529	8790	7871	9837	7542	5218	2234	1e+009	1622	6928	12567	13645	8122	15397	17252	6569	16121	12747	10726	8717	7459	903	4635	12567	12232	11426	8670	8447	7905	8777	4657	7741	
