90																																																																																										
999999	25	30	15	31	37	23	19	15	23	15	19	19	19	29	15	14	27	24	16	22	19	15	14	15	15	15	11	19	15	15	15	23	19	15	19	15	10	11	15	15	19	18	19	19	15	11	11	15	11	11	15	15	19	15	15	13	15	19	15	19	19	19	13	18	15	14	12	15	15	11	19	15	27	23	19	19	23	18	15	11	25	30	15	31	37	23	19	15	23	
0	15	10	8	15	20	11	10	8	9	2	9	12	10	10	14	2	7	6	7	8	9	11	14	15	15	14	9	19	15	13	7	15	7	11	0	15	9	7	7	12	11	14	13	15	7	7	7	5	8	6	4	9	8	6	4	7	9	19	9	10	10	4	6	18	5	7	8	8	7	5	3	11	7	14	11	3	5	3	5	6	15	10	9	16	20	11	9	8	9	
91																																																																																										
0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011	0.010989011
0	-9	0	-8	-6	-2	12	1	-6	4	7	1	4	-5	11	-13	-2	4	18	4	0	0	-5	-3	-3	-15	-2	-3	-19	-12	-5	-4	-5	1	-4	0	-12	-3	0	0	-3	-8	-5	-4	-3	1	0	-7	10	-5	2	9	-5	3	1	-1	0	0	-3	-3	-2	0	-2	2	-5	3	3	-8	1	0	5	10	-5	17	-3	-1	-1	5	4	5	-6	-9	0	-9	-6	-2	12	1	-6	4	
0	-2	-5	3	8	-8	9	-3	-4	1	9	0	7	-10	3	-11	1	2	18	1	0	0	-3	-8	-6	-12	-14	-7	-17	-10	-5	-4	-3	0	0	0	-15	-5	-2	-4	-2	-1	-3	-6	-6	4	-2	1	10	-2	-1	11	-2	-7	3	0	0	-7	-4	2	3	-5	8	5	-18	-4	0	-3	-8	-7	2	12	-10	6	6	-11	10	8	-1	9	-6	-2	-5	3	8	-8	9	-3	-4	1	
0	3	6	-3	0	10	12	-4	1	0	9	-5	-11	-2	4	-11	11	3	18	2	0	0	0	-7	0	-6	-5	-3	-19	-15	-6	0	-9	3	-11	0	-15	-8	-5	-2	-4	-2	-3	-8	-2	-1	-2	-4	0	-1	-6	-3	-2	0	2	1	0	-2	-17	-4	1	1	12	3	-18	8	-1	-8	-5	-6	-5	7	-5	4	-9	0	14	-5	-3	-5	-5	3	6	-3	0	10	12	-4	1	0	
0	-15	7	-3	-2	3	2	-6	1	-2	13	-1	-7	-4	10	-12	11	4	17	1	0	0	-8	-4	-15	-9	-10	-2	-19	-12	-5	-1	-11	0	-4	0	-14	0	-4	0	-1	-1	-2	-1	0	-1	-4	-4	2	-3	4	-2	0	0	9	0	1	-6	-9	1	-4	2	8	-6	-18	10	-4	-1	-8	6	6	4	-1	20	-5	4	12	-4	1	-1	5	-15	7	-3	-2	3	2	-6	1	-2	
0	-6	2	-8	-7	12	8	-2	1	-9	13	-9	0	-5	-10	-4	12	4	6	0	0	0	3	-10	-7	-8	-6	-6	-19	-9	-5	-3	-2	11	-6	0	-13	-9	0	-4	-4	1	-9	-2	-1	0	0	-3	0	-2	0	-4	3	-6	-5	1	1	-7	-9	-1	-1	1	-3	-2	-12	1	-4	-6	7	8	-2	-2	-11	-1	-4	-11	4	-5	4	8	-6	-6	2	-9	-7	12	8	-2	1	-9	
0	1	-9	-2	-3	-1	1	4	3	-3	13	6	-2	-2	3	-6	5	19	15	0	0	0	-3	-7	-1	-7	0	-9	-17	-15	-1	1	-6	8	-7	0	-13	1	1	2	1	1	-9	-2	-3	7	-2	-1	-5	-4	-6	-4	1	1	6	0	-1	2	-12	-3	0	-4	15	-4	-10	-5	-6	4	-1	-6	5	14	1	-1	0	4	3	-4	-3	2	5	1	-9	-2	-3	-1	1	4	3	-3	
0	2	-6	-4	12	-18	7	-3	7	-2	1	6	-11	-10	6	-14	9	-2	18	1	0	0	-4	-11	-9	-9	1	-3	-8	-2	-12	-2	-6	4	-5	0	-7	0	-4	0	-7	-5	-10	-7	-9	-2	3	-5	6	-6	-1	11	-2	0	9	-1	-3	1	-13	2	-2	2	7	-6	-2	10	7	0	7	2	0	15	-5	13	-4	-11	2	18	11	8	4	2	-6	-4	12	-18	7	-3	7	-2	
0	-4	20	-3	1	-15	8	0	-5	0	11	0	7	-1	5	-5	12	15	0	4	0	0	2	-1	-8	-15	-7	-9	-19	-8	1	-5	-5	7	-9	0	-3	-9	-5	0	-12	-8	-5	-9	-3	-2	0	2	-5	-6	-1	6	-2	-3	6	0	3	-3	-11	-5	3	2	-4	3	-18	1	6	-5	7	-4	-3	-1	-11	5	9	-11	-1	-5	2	-3	3	-4	20	-3	1	-15	8	0	-5	0	
0	10	7	2	-4	-2	-1	-5	2	-9	5	6	-11	-4	2	-13	12	1	0	-5	0	0	-5	-8	-6	-15	-9	1	-9	-5	-7	0	2	1	-4	0	-4	-8	0	0	-3	-4	-5	-5	-4	7	0	-3	-3	3	-4	11	-7	6	9	-1	-5	0	-11	-1	1	0	15	-5	-18	-1	-2	0	3	-3	-5	6	-8	6	0	-9	4	6	15	-1	1	10	7	2	-4	-2	-1	-5	2	-9	
0	4	6	-1	4	0	-1	3	7	-3	-2	-1	-1	4	6	-6	9	-1	11	0	0	0	-3	-9	-5	-9	-6	0	-17	-15	-7	0	-8	-1	-3	8	-9	-9	-7	3	-7	-4	-8	-6	-4	-6	-2	-3	-3	0	0	-4	2	-7	-1	-1	1	-3	-13	1	1	-4	0	-1	-17	4	6	-7	0	-1	1	4	-3	-1	5	-11	12	3	8	-2	0	4	6	-1	4	0	-1	3	7	-3	
0	-6	-6	-5	3	7	12	-5	-4	9	8	-9	-11	9	15	-6	12	-5	-5	6	0	0	4	-3	-15	-14	-3	-6	-19	-12	-12	-2	-15	-6	-10	0	-12	-9	-2	3	-12	-2	-4	-4	-2	1	-2	-4	9	0	-1	-1	-8	-8	9	1	-2	1	-15	1	-1	4	3	2	-18	-5	-2	2	0	4	-5	12	-10	12	2	0	9	18	15	-5	4	-6	-6	-5	3	7	12	-5	-4	9	
0	-15	-10	-4	3	8	12	-8	-1	0	0	10	0	-10	8	-7	12	9	6	3	0	0	-3	-4	-3	-7	-9	-8	-19	-12	-8	-2	-5	8	-5	11	-15	-9	4	-1	-7	-1	-11	-4	-7	5	-5	-1	1	0	-6	-4	-3	10	3	0	2	2	-9	1	2	-1	-4	5	-10	3	2	-4	7	8	6	12	-7	19	0	1	16	-5	-3	4	5	-15	-10	-4	3	8	12	-8	-1	0	
0	-15	10	-3	-6	-20	8	9	5	3	-2	10	-2	-1	-9	1	9	10	1	4	0	0	-5	-3	-9	-14	1	-7	-19	-10	-2	0	-5	-7	-1	4	-9	-9	0	6	-3	-2	1	0	-11	6	-1	2	0	1	-1	-3	0	-8	9	3	3	2	-9	-2	-2	-3	14	5	-18	7	-3	4	-2	-7	5	11	4	-7	-1	6	2	8	1	6	-4	-15	10	-3	-6	-20	8	10	5	3	
0	3	9	7	1	-20	-11	0	-5	9	7	5	4	0	-10	-3	-2	16	11	-3	0	0	-4	-6	-4	-10	-5	1	-9	0	-4	1	-7	4	-2	7	-4	1	1	1	-3	-3	-2	-5	-1	-3	2	-4	10	-2	-2	-1	-2	-6	-5	-3	-4	-2	-6	-2	2	3	12	-3	-18	-1	1	-4	0	4	-2	-2	-8	17	9	-11	16	-5	1	-4	3	3	9	6	1	-20	-11	0	-5	9	
0	4	5	2	-6	-20	12	-9	-1	-1	-1	-5	-7	5	7	-2	11	20	-1	3	0	0	1	0	-5	-13	-12	2	-13	-9	-8	-1	-12	3	-1	3	-14	-4	-3	-2	-8	-4	-9	-6	1	0	-1	-3	0	-3	1	0	-2	-7	2	-3	-1	-9	-5	1	0	-1	7	4	-18	-5	1	-8	1	-7	0	8	4	6	-2	-11	9	-3	9	1	5	4	5	2	-6	-20	12	-9	-1	-1	
0	9	4	-7	16	-10	3	-9	2	-3	12	6	2	-9	18	-13	1	9	12	2	0	0	-5	-11	-14	-15	-9	-6	-19	-11	-9	0	-8	-7	-3	2	-3	1	-4	0	-4	-2	-3	-6	-2	2	0	-2	7	-4	5	2	-6	0	4	0	2	6	-9	-1	-3	-2	7	-2	-18	10	-6	0	4	4	-4	-2	-6	2	1	-8	13	11	6	10	5	9	4	-7	15	-10	3	-9	2	-3	
0	-2	15	-2	5	-16	-11	4	4	3	13	0	-8	-3	19	-14	-1	6	11	-3	0	0	-4	-12	-12	-10	-2	-6	-18	-5	-6	-1	-2	0	-1	9	-2	-9	-1	0	-8	0	-6	-7	-7	1	-2	-1	3	-8	3	11	1	-4	8	0	-2	-1	-8	0	4	1	3	7	-17	8	5	-3	-7	6	6	4	-2	5	9	-11	16	18	15	1	-4	-2	15	-2	5	-16	-11	4	4	3	
0	-7	4	0	-12	17	12	2	0	4	3	5	-10	1	5	1	12	8	14	-2	0	0	-8	-6	-9	-15	-14	-8	-19	-14	-2	3	-3	9	-7	16	-15	-7	-6	2	-11	-2	-5	-5	-8	-2	1	-6	10	-4	-1	11	0	-1	-1	1	-3	-4	-14	-3	-4	6	7	5	-18	2	-7	4	0	-3	0	-1	0	4	-5	-11	1	15	-3	0	-2	-7	4	0	-12	17	12	2	0	4	
