66																																																																	
999999	23	11	19	15	19	11	19	15	15	15	15	15	15	15	19	19	15	15	15	15	15	11	11	11	15	15	19	15	11	19	15	15	15	15	19	15	15	15	15	11	19	15	15	19	19	15	15	19	15	15	19	15	11	15	19	15	15	15	15	15	15	15	15	15	15
0	15	8	14	7	10	8	9	1	7	3	8	5	6	5	12	13	9	7	7	7	6	5	7	6	5	7	9	8	6	6	5	7	10	8	7	6	7	3	4	5	7	7	7	5	11	6	7	6	7	7	14	5	5	8	9	7	8	8	7	5	8	5	8	7	7
30																																																																	
0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333																																														
	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333																																																							
0	-15	1	-14	-7	-10	-4	-1	7	8	7	5	1	1	1	-11	-3	-2	1	2	-1	-4	5	1	5	0	-1	9	6	0	-6	3	-6	-6	-3	-7	9	-1	12	5	0	3	-6	8	3	-2	6	0	13	2	0	-6	-5	3	-4	-9	0	1	3	6	0	2	1	7	4	3
0	-14	-5	5	-2	-10	-2	-6	5	5	2	0	8	5	-5	-10	-4	1	-6	-2	0	1	1	-5	1	-4	0	2	0	2	2	2	3	0	1	-1	0	0	3	0	-5	-5	1	5	-4	4	-2	-1	5	1	-1	5	-1	0	6	7	0	-1	0	3	4	0	0	-8	2	0
0	-15	-3	5	-3	5	-4	4	8	1	12	-5	4	2	0	-4	0	-1	4	0	-2	8	2	-7	-1	6	3	0	-3	0	1	9	2	3	0	-4	-5	-4	6	6	0	8	3	8	-2	-3	2	0	7	2	-1	5	-4	-1	-4	-9	3	0	-8	-7	3	-6	2	7	1	0
0	-8	-8	0	3	-10	2	-2	14	6	-2	-1	2	-6	3	3	-7	-2	-7	0	-5	-2	6	-6	-6	4	6	-9	-8	-4	-3	2	1	-6	-3	12	-6	2	5	-4	-1	-7	-1	-4	5	-11	-3	1	10	2	3	-14	-2	3	0	1	5	-8	4	0	-4	-8	6	-8	8	0
0	-13	3	-12	3	1	-1	-1	12	7	2	6	6	2	8	-12	-13	-4	-7	-7	1	0	-5	-7	1	-4	-3	10	-3	-6	-6	-1	4	1	1	12	-3	-5	1	8	-1	1	3	-7	-5	-11	-2	1	-6	1	0	-9	-5	0	-5	10	-1	-8	-8	-4	0	-5	1	-1	0	0
0	-9	-4	-14	2	-7	-7	-1	10	4	1	-3	-2	-5	0	-12	-3	-9	1	0	-1	1	6	-7	-1	0	-5	-8	-6	-3	4	2	8	-2	5	12	-5	-3	-1	0	-1	11	-4	8	4	-11	2	1	12	0	1	-8	-4	5	-4	10	0	-3	5	-4	1	-3	0	0	-2	0
0	-15	0	1	1	3	-3	-4	2	4	4	-3	-2	3	10	-3	5	-8	8	7	-4	4	6	1	3	-2	7	3	-3	5	1	-3	0	-2	1	12	-3	4	12	5	4	1	3	2	3	-10	6	3	10	-1	4	-14	-1	0	-1	-1	0	-1	-4	2	-4	1	1	1	2	0
0	-15	-5	-14	2	-5	0	1	8	-2	12	4	7	8	3	6	-13	2	-2	7	8	-3	3	0	-2	8	-1	8	2	-2	-3	-4	-2	1	3	6	-5	5	12	2	1	6	0	8	2	7	-1	5	13	1	0	-14	7	-4	7	6	-7	2	-2	0	-1	5	-2	6	3	1
0	7	3	5	4	-3	-6	8	11	1	5	2	3	9	9	-12	-1	1	8	-3	-2	2	6	-1	-6	4	4	7	-4	-1	-2	-4	7	3	-6	5	-2	-1	-1	4	-5	-4	-2	-6	5	8	-4	8	13	2	0	-11	10	4	7	-1	1	-7	-6	-5	2	2	3	-5	4	-2
0	8	-4	-14	-2	-10	-4	2	4	-7	6	-2	2	9	6	7	3	6	-2	2	4	0	3	1	-1	0	-2	10	-2	3	-3	7	1	-5	2	-6	-4	-2	12	-1	1	7	0	3	2	-1	1	4	-3	1	1	-14	1	2	-7	-9	2	6	-4	3	-1	0	1	-3	-3	2
0	-2	-1	5	1	6	-6	-6	0	4	0	-7	-5	0	7	-12	-1	0	-4	-5	-3	-3	-5	-4	-1	4	-2	-7	-4	-4	5	2	-7	-5	-1	-2	-3	-1	2	3	1	3	3	-1	5	1	4	-3	-1	4	0	1	-5	1	4	-8	-1	-8	-3	6	7	-8	-1	7	6	0
0	-5	-7	-8	-7	-4	-2	-7	6	-6	6	2	-5	-1	2	-2	-4	5	2	-5	-4	-6	6	-2	3	1	-5	-4	1	2	6	1	8	-2	1	-5	0	4	8	3	1	1	-1	2	-4	-4	-4	4	-6	0	0	2	10	0	2	-6	5	-4	7	0	-5	2	-2	-5	-4	0
0	-4	-4	-9	4	9	-4	6	11	1	-3	-5	1	-2	2	7	0	-9	-4	-5	-1	2	6	-5	-2	4	7	6	-6	-1	1	3	0	2	1	1	-4	-2	-3	1	-1	0	4	-4	2	-6	-3	-1	-6	0	0	-11	0	-3	7	-3	-4	-4	5	4	-2	-8	-1	-6	-7	-3
0	6	2	-7	6	2	-4	-1	5	8	4	2	3	-1	9	2	-3	-6	-3	-2	0	1	6	4	1	2	5	4	-4	-2	2	-2	1	1	1	-7	-4	6	3	0	6	-4	-5	8	0	-2	5	7	7	0	6	0	10	6	0	2	-4	2	-5	-5	1	6	1	4	-1	1
0	8	-3	5	2	2	-4	3	8	4	5	-2	-5	1	-4	-8	-7	0	-4	-2	0	-1	2	2	1	8	-2	8	3	3	-3	9	-4	-7	-3	-4	8	2	9	2	1	2	4	-2	-2	0	9	-1	2	6	1	2	10	1	3	1	4	0	7	1	-2	-4	1	-8	4	-2
0	8	0	-7	1	4	1	-1	5	7	2	-5	4	5	-4	-5	-6	6	7	3	5	0	2	-2	0	-1	-2	6	3	1	5	4	0	4	-4	0	7	1	5	-3	-3	1	1	0	0	1	2	7	3	-2	1	-6	10	1	4	-2	2	0	-1	-2	7	7	2	-1	-5	-1
0	-14	3	-9	7	9	-1	1	-1	2	12	-2	3	2	6	-4	3	3	4	2	2	-3	6	-1	1	-1	3	-4	-1	-5	1	4	-6	4	-8	12	-4	3	-1	-4	1	3	-7	8	-5	8	9	-6	11	0	0	4	10	-1	-3	0	8	-6	7	3	2	-4	1	7	-6	2
0	8	-8	5	5	9	-4	2	7	3	5	-2	2	9	-1	-3	2	-9	8	2	4	7	6	0	-5	9	4	5	2	-4	-4	-3	8	-2	0	-7	2	-2	11	0	-5	-1	1	8	-2	5	9	-7	9	3	0	2	10	1	3	1	8	4	-4	-3	5	-2	3	7	3	1
0	-15	-8	-2	1	-10	-4	-9	3	-1	-3	-1	-1	-6	0	-11	-13	4	-2	-1	-4	-1	-5	3	4	-2	5	-9	-2	-5	-2	-1	0	-4	-1	-7	0	8	-3	0	4	7	-6	-7	-1	8	-4	8	-6	2	-2	-14	5	-5	-7	10	-5	0	1	-6	10	-8	-5	-8	-7	-3
0	-15	-8	-13	0	-6	0	-5	1	8	1	-5	-5	-4	7	-12	-11	0	7	0	-7	-6	1	-5	-2	6	-2	0	2	-3	3	0	4	-5	-1	-7	2	-1	12	-3	0	12	5	2	-5	8	-3	8	-6	-1	1	-14	-1	0	-8	10	-2	2	-2	8	9	1	2	7	1	1
0	-15	-2	-2	8	-1	-3	-1	3	8	11	1	0	9	7	-8	3	0	-5	-1	3	0	3	-1	3	0	8	6	2	-2	-5	-1	0	5	4	-3	-3	-1	12	5	-3	4	-2	3	3	-6	2	1	1	4	2	-2	-5	4	3	-9	4	3	7	6	10	2	-3	-2	7	-2
0	6	-5	5	-3	-3	-4	5	0	6	12	-2	9	9	1	-6	-12	-9	-2	3	-7	-1	4	0	-1	4	3	-6	-6	3	0	3	4	0	-8	0	2	1	12	2	-3	5	0	7	-5	2	-3	1	-1	0	1	-14	3	0	-8	0	2	3	1	1	-1	2	3	-4	7	0
0	8	-6	-14	-1	3	-4	2	1	6	1	0	6	9	-3	-12	-5	5	3	-6	2	-3	-1	-2	3	4	3	2	2	-1	5	2	3	-1	0	-5	-5	6	-3	2	3	-3	1	8	2	5	7	-4	8	2	2	4	-1	0	0	9	0	-5	-7	-4	-5	1	0	-7	-2	-1
0	8	-2	0	-5	-1	0	1	-1	0	4	0	5	6	1	-8	-6	1	5	3	-4	-2	-4	-7	-5	-3	-7	5	1	1	2	0	-2	-3	-7	-7	1	0	0	2	5	7	3	8	1	4	-1	-7	13	6	-1	-9	-5	-1	5	6	5	-2	2	-4	10	1	0	-1	1	0
0	-2	1	4	6	-6	-3	3	1	2	-1	5	-1	6	0	-8	4	5	-4	-5	7	9	2	-2	2	0	5	0	6	2	0	3	2	-6	6	1	0	2	4	6	1	6	0	3	-2	8	9	4	12	2	0	-2	4	0	3	-9	0	7	-8	-2	3	-6	5	6	5	0
0	-1	-8	-2	-2	0	-7	4	6	-7	-3	-3	-5	3	3	-4	4	2	8	2	-4	9	-5	0	-6	2	-3	-7	-3	4	-3	-2	8	-9	0	-4	-6	-7	-3	1	-5	-1	-5	-7	3	4	-6	2	-6	3	6	5	-4	-2	1	3	6	1	-5	-2	-5	-8	1	7	-2	1
0	2	-8	-10	2	-5	0	0	13	8	-3	-2	2	-4	-5	7	-13	4	-7	-2	-2	9	6	-7	5	2	-7	3	-5	-2	5	1	-7	0	6	-3	-1	3	6	7	0	3	-1	1	1	7	-6	-2	4	0	0	4	10	5	-7	-4	2	-2	0	4	1	0	1	-1	2	1
0	2	3	-3	1	-6	-1	1	10	5	3	-2	10	0	7	-12	-5	6	-7	8	8	0	6	-1	2	-1	0	-6	0	4	2	8	-1	-4	0	2	-1	-6	12	3	-1	-5	-2	5	-1	-5	9	2	-2	1	3	5	5	-3	-5	8	-7	-3	5	5	4	0	-1	-6	-3	0
0	-7	1	-8	8	3	-5	-2	7	-4	2	1	10	-2	0	7	6	4	8	-2	-4	5	3	-4	0	7	-3	2	1	-1	1	7	-3	2	-2	-3	1	1	5	3	0	-3	0	0	-1	5	1	-3	13	2	0	5	2	5	-8	10	8	1	6	2	9	7	3	6	-4	0
0	8	0	-14	8	-5	-5	5	3	-7	7	-1	2	3	1	-8	-5	-1	7	2	-2	3	-5	4	0	5	2	10	6	3	0	3	0	-10	-3	-7	-1	0	8	7	6	2	0	8	-4	6	4	5	13	0	-2	-13	7	-5	1	-8	-7	5	4	3	1	-1	1	-4	4	1
66
15
1e+009	3460	5050	3953	9516	3883	9523	10009	11492	10893	7025	10358	10148	7678	6813	3234	6367	7588	8187	6790	9205	6203	9300	7537	7381	11900	8827	5359	10376	7127	10895	6929	9223	7522	6163	3241	12061	10416	5813	11253	10935	6011	12880	5737	8866	4642	6650	5535	6717	7936	10117	2115	4933	7985	5870	4571	7333	6766	11309	12149	5216	9275	9330	6183	4834	10902	
2493	1e+009	4408	3698	8457	3217	9289	9904	11385	10786	7254	10124	9747	7566	6579	3310	5966	7509	7989	5732	9111	5446	8543	6478	6322	11499	9191	5258	10048	6069	10494	4377	8989	7049	3317	2111	12167	10310	6017	11019	10702	5274	12986	6342	8465	3885	6288	4476	7027	7233	10223	2071	4214	5931	5636	4477	4804	6188	11075	12255	2534	8874	6801	5821	3821	11008	
4723	5044	1e+009	1257	6188	1968	5008	5603	7085	6486	2944	5844	5396	3693	2729	1830	1614	3520	3673	5119	4830	1930	4626	3977	3375	7147	5255	1474	5697	4450	6142	7033	4709	2770	6690	6240	16200	6010	2236	6738	6422	1259	17019	2561	4113	1466	1897	3228	3243	11298	14256	3119	8246	9537	1852	8507	7481	2013	6795	16288	5362	4522	9477	1431	4450	15041	
3736	3926	1302	1e+009	6898	916	5797	6412	7893	7294	3762	6632	6355	4073	3087	732	2573	4017	4497	5177	5619	2944	5584	4571	4375	8106	5699	1766	6650	4508	7101	7091	5497	3729	6666	5111	15161	6818	2368	7527	7210	2218	15980	2693	5072	1524	2857	3286	3535	10232	13217	2011	7207	9286	2144	7457	7539	2972	7583	15249	5420	5481	9535	2390	4508	14002	
9190	8671	6175	6933	1e+009	7281	7500	9004	10272	9675	7098	7432	6286	7830	6885	7421	5382	7656	7811	3727	8470	4450	4894	2532	3221	7435	9393	6241	6838	3659	7033	8243	7178	4585	8332	10210	20177	9671	6981	9030	8380	5161	20806	7235	5673	5902	6053	4563	7714	15003	18043	7712	12313	12599	6298	12576	8257	4978	8061	20354	7244	6413	8365	5797	5283	18828	
3138	3336	1934	633	7313	1e+009	6429	7044	8525	7926	4394	7264	6987	4705	3719	626	3206	4649	5129	4712	6251	3359	6217	4986	4804	8739	6331	2398	7282	4923	7734	6506	6129	4361	6076	4521	14571	7450	3000	8159	7842	2851	15390	3325	5705	1947	3489	3500	4167	9642	12627	1421	6617	8696	2776	6867	6954	3605	8215	14659	4836	6114	8951	3022	3922	13412	
9218	9723	5008	5797	7387	6713	1e+009	1706	3034	2435	2784	980	1793	2660	3156	6290	3508	2417	2029	7753	1576	4122	2776	5881	5250	2739	2517	4315	861	7155	1828	10563	322	2954	10288	10700	20695	2318	3949	1875	1558	4303	21514	4163	2004	5908	3159	6019	3457	15793	18751	7579	12741	14012	3689	13002	11010	3341	1931	20783	9202	1139	13006	3611	7242	19536	
8676	9135	4250	5209	5836	6025	1872	1e+009	1483	884	2876	1792	2150	2826	3248	5783	2704	2438	1930	6202	954	3275	1225	4330	3699	2482	1840	4070	2387	5604	2640	9188	2087	1991	8913	10193	20153	676	3913	1617	1333	3499	20972	4167	869	5148	2984	4643	3459	15251	18209	7072	12199	13221	3557	12460	9634	2536	1674	20241	7825	1785	11631	3056	5865	18994	
7193	7652	2767	3726	4353	4542	1388	1482	1e+009	599	1393	1692	667	2148	1765	4300	1221	1905	1712	4719	2358	1792	258	2847	2216	2419	3294	2587	1220	4121	1414	7705	1066	508	7430	8710	18670	1395	2430	1273	2219	2016	19489	2684	615	3665	1501	3160	2066	13768	16726	5589	10716	11738	2074	10977	8151	1053	2268	18758	6342	302	10148	1573	4382	17511	
7792	8251	3366	4325	4952	5141	1987	884	599	1e+009	1992	2239	1266	2747	2364	4899	1820	2504	2311	5318	1838	2391	341	3446	2815	2477	2723	3186	1819	4720	2013	8304	1665	1107	8029	9309	19269	890	3029	805	1622	2615	20088	3283	16	4264	2100	3759	2665	14367	17325	6188	11315	12337	2673	11576	8750	1652	1669	19357	6941	901	10747	2172	4981	18110	
6841	7382	2944	3456	7053	4372	2784	3294	4777	4178	1e+009	3619	3954	830	372	3948	1962	740	1365	7392	2536	3670	3251	5543	4912	5378	2631	1973	3637	6717	4467	9410	2484	2547	9072	8358	18318	3702	1497	4514	4197	2757	19137	1438	2739	3842	1093	5501	673	13416	16374	5237	10364	11914	1312	10625	9858	2364	4570	18406	7739	2940	11854	1545	6724	17159	
10053	10517	5632	6591	7218	7407	980	1792	2865	2266	3619	1e+009	1723	3496	3991	7125	4086	3253	2826	7584	1783	4657	2607	5712	5081	1860	2738	5150	730	6986	848	10570	1302	3373	10295	11535	21530	2239	4785	1706	948	4881	22349	4999	2250	6530	3994	6025	4292	16628	19586	8414	13576	14603	4524	13837	11016	3918	1057	21618	9207	1419	13013	4438	7247	20371	
9821	10281	5396	6355	6241	7171	1793	3313	4562	3967	3954	1722	1e+009	3831	4326	6928	3849	3588	3216	6607	2762	4422	1629	4735	4104	1875	3705	5216	1128	6009	1323	10202	1510	3138	10060	11338	21298	3961	5058	3320	2670	4644	22117	5312	1284	6294	4129	5790	4627	16396	19354	8217	13344	14367	4703	13605	10217	3682	2351	21386	8972	1518	12268	4202	7012	20139	
7277	7818	3067	3892	7175	4808	2268	2606	4088	3489	760	3103	3438	1e+009	1131	4348	2085	523	676	7515	1848	3793	3377	5666	5035	4862	2258	2374	3121	6840	3951	9534	1968	2670	9191	8759	18754	3013	2009	3996	3680	2880	19573	2197	2543	3967	1218	5624	1432	13852	16810	5638	10800	12038	1748	11061	9982	2487	4054	18842	7863	2462	11978	1669	6847	17595	
6592	7398	3180	3472	7414	4388	3921	4176	5659	5060	1138	4756	4959	1791	1e+009	3964	2324	1701	2467	7754	3373	4032	4189	5905	5274	6515	2993	1706	4774	7079	5604	10011	3621	2909	9667	8317	18068	4583	1125	5650	5334	3119	18887	1143	3677	4442	1804	5863	829	13166	16124	5253	10114	12514	1791	10375	10458	2726	5707	18156	8340	4076	12455	2145	7086	16909	
3004	3701	1830	719	7398	681	6289	6884	8366	7767	4223	7125	6928	4566	3579	1e+009	3147	4474	4954	5071	6111	3444	6158	5073	4889	8680	6191	2258	7143	5008	7675	6867	5990	4302	6438	4412	14462	7291	2860	8019	7702	2791	15281	3185	5646	2025	3430	3787	4027	9533	12518	1291	6508	8617	2636	6747	7315	3546	8076	14550	5196	6055	9311	2963	4283	13303	
6040	6499	1614	2573	5190	3389	3508	4136	5617	5018	1962	4357	3849	2709	1749	3147	1e+009	2535	2690	5430	3343	1709	3079	3581	2950	5601	4272	1434	4150	4755	4596	8081	3186	1223	7738	7557	17517	4542	1846	5252	4935	795	18336	2100	2567	2485	916	3539	2578	12615	15573	4436	9563	10585	921	9824	8529	467	5308	17605	6410	2976	10525	420	4762	16358	
7454	8394	4149	4468	8253	5384	2701	2701	4184	3585	1606	3536	3871	1292	1801	4960	3165	1e+009	937	8595	1943	4873	3642	6746	6115	5183	1891	2702	3554	7920	4384	10616	2401	3750	10277	9179	18930	3108	2121	4318	4034	3960	19749	2001	2804	5047	2300	6704	1049	14028	16986	6249	10976	13119	2787	11237	11064	3567	4375	19018	8945	2723	13060	2750	7927	17771	
7882	8423	3673	4497	7765	5413	2029	1930	3412	2813	1365	2826	3216	896	1737	4954	2690	653	1e+009	8120	1172	4398	3154	6259	5628	4411	1582	2979	2890	7445	3674	10139	1746	3274	9802	9364	19359	2337	2614	3547	3263	3485	20178	2592	2327	4572	1823	6229	1640	14457	17415	6243	11405	12643	2353	11666	10587	3092	3603	19447	8468	2247	12583	2274	7452	18200	
6441	5922	5119	5190	3715	4675	7814	9318	10586	9989	7397	7746	6600	8144	7184	5082	5435	7970	8125	1e+009	8778	4161	5208	2062	2717	7747	9707	6293	7152	785	7347	5055	7492	4899	5529	7461	17517	9977	7249	9344	8694	4640	18232	7535	5987	3827	6351	2068	8013	12429	15469	4961	9564	10026	6356	9827	5065	5242	8375	17605	4448	6727	5992	5855	2411	16254	
9006	9545	4830	5619	6697	6535	1576	863	2344	1745	2536	1783	2762	2068	2588	6111	3343	1679	1172	7063	1e+009	4136	2086	5191	4560	3343	974	4136	2377	6465	2631	10049	1292	2852	9774	10521	20482	1268	3713	2478	2196	4138	21301	3608	1729	5730	2981	5504	2655	15580	18538	7400	12528	13815	3510	12789	10495	3397	2535	20570	8686	2110	12492	3433	6726	19323	
5973	5976	1930	2955	4258	3302	4122	5828	7156	6557	3670	4942	4424	4417	3456	3442	1709	4243	4398	4134	5052	1e+009	3161	2076	1445	6174	5980	2567	4727	3352	5170	7110	3800	1603	6835	7348	17398	6251	3523	5997	5520	917	18217	3808	3141	1938	2625	2565	4285	12469	15454	4248	9444	10046	2626	9694	7556	1306	5998	17486	5749	3550	9553	2125	3788	16239	
9110	9145	4685	5644	4915	6458	2800	4302	5573	4978	3310	2733	1587	3558	3682	6217	3138	3317	3122	5281	3770	3220	1e+009	3409	2778	3337	4704	4504	2139	4683	2334	8876	2478	2425	8857	10504	20554	4971	4347	4331	3681	3932	21263	4601	974	5093	3418	4588	3983	15460	18500	7404	12600	13056	3992	12850	8891	2971	3362	20642	7813	1714	10942	3491	5811	19285	
6990	6410	3674	4585	2507	4933	5979	7479	8753	8156	5573	5913	4767	6311	5359	5073	3613	6137	6292	2060	6949	2107	3381	1e+009	689	6517	7874	4471	5319	1276	5514	6112	5657	3066	6070	7949	17958	8150	5427	7511	6861	2818	18587	5711	4152	3552	4529	2302	6188	12784	15824	5451	10052	10380	4529	10315	6127	3209	6542	18093	5025	4891	8013	4028	3022	16609	
7093	6575	3581	4588	3138	4936	5377	6877	8150	7554	4971	5310	4163	5710	4757	5076	3011	5536	5691	2689	6347	1830	2779	631	1e+009	5913	7273	3871	4716	1907	4912	6186	5055	2464	6304	8114	18128	7548	4826	6908	6258	2540	18757	5109	3552	3555	3927	2388	5586	12954	15994	5615	10217	10551	3927	10480	6201	2607	5939	18258	5216	4289	8252	3426	3256	16779	
10628	11087	6202	7161	7652	7977	3098	2841	3435	2836	4828	2221	2530	5583	5200	7735	4656	5279	4771	8108	3795	5227	3177	6282	5651	1e+009	4681	6022	2441	7556	1415	11140	3420	3943	10865	12145	22105	2847	5865	2194	1951	5451	22924	6119	2820	7100	4936	6595	5501	17203	20161	9024	14151	15173	5509	14412	11586	4488	1228	22193	9777	3639	13583	5008	7817	20946	
