40																																							
999999	11	23	19	19	19	15	11	15	15	15	15	15	15	15	15	11	19	19	19	11	15	15	15	15	11	11	19	19	15	19	15	15	15	11	19	19	15	15	15
0	11	23	17	18	6	6	5	7	7	7	7	7	7	8	7	6	10	2	9	5	8	7	6	7	6	6	1	9	9	9	8	8	7	4	6	6	6	5	11
30																																							
0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333																				
0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333	0.033333333																														
0	-6	-23	1	-18	-1	-6	1	1	2	-4	0	0	-2	-4	-2	-1	0	17	-9	4	-4	0	2	7	3	5	18	-2	3	9	-1	6	-6	-2	0	10	-1	-5	-1
0	-3	-23	2	-2	-6	5	1	0	0	0	-1	5	-2	1	-3	-1	-9	14	-2	-5	0	0	-1	-6	0	-6	5	1	-5	-4	-6	0	-5	0	-4	0	-6	0	2
0	0	-23	2	-17	8	5	-2	4	-1	0	-2	4	-2	-2	3	-3	8	14	-4	-5	-7	-5	-3	0	-4	1	6	-1	6	2	-1	4	-6	-3	-1	-1	3	10	-3
0	0	-16	2	-18	7	4	-1	0	-5	1	0	1	-5	4	-3	-3	-3	-2	10	0	0	-3	9	-6	-6	-4	1	-2	-9	1	-8	-7	5	-2	-3	0	4	10	-8
0	-11	-23	2	1	10	5	0	0	8	-4	0	2	-2	-8	-3	0	-3	11	0	-5	4	1	3	0	-6	0	1	10	-4	2	2	0	-5	2	-4	0	4	0	-6
0	-11	-23	-13	-18	8	-6	0	-2	3	-2	-1	3	-5	-2	-2	-1	-2	13	-4	1	3	2	0	0	3	2	12	6	6	-5	7	-5	0	-2	-5	1	3	3	-4
0	-7	-23	-2	-12	-4	6	1	-1	-5	0	0	4	0	7	0	1	9	0	-8	-5	4	4	8	-6	-4	5	9	7	-9	6	3	-4	7	7	1	8	5	10	2
0	-11	-23	-10	1	-6	-2	0	-1	-4	-2	0	5	-1	4	1	-2	1	11	-9	4	-2	1	3	8	-1	1	18	9	-9	-7	-3	2	3	7	2	10	-1	10	-6
0	-11	-23	2	-18	-5	5	2	-1	-1	3	-3	4	0	-3	-2	-2	-3	6	6	6	-6	-7	1	-1	-4	3	10	4	-6	-2	4	6	2	-4	-4	-1	0	10	0
0	-11	-23	-13	-18	-6	-6	1	-4	-1	0	0	0	-3	2	3	3	6	17	-2	-1	3	-4	5	-7	-1	0	10	0	-3	-3	5	-4	8	2	2	13	2	8	-5
0	0	-23	1	-18	11	4	0	2	4	3	0	-1	3	-1	5	0	-7	13	-1	1	-1	-2	-4	-7	-6	4	8	-4	-4	-6	-5	-6	2	5	4	2	-6	3	-3
0	-11	-13	-8	-16	4	-2	-1	0	0	0	0	4	-3	3	3	3	6	6	-3	-5	6	0	5	3	0	-1	5	-2	6	0	4	-4	-1	-4	-5	8	6	0	0
0	-11	-23	-17	-18	9	-5	0	-4	3	-3	-1	6	0	-7	0	-1	-2	13	-1	1	-8	-1	1	-1	3	-1	4	-3	5	-6	-8	-2	0	-2	12	1	4	10	1
0	-5	-23	-6	-15	-3	-4	1	2	2	0	0	-6	-3	-1	0	-2	-2	14	-1	6	3	2	7	5	2	0	16	3	2	-1	4	0	4	7	3	-2	1	10	0
0	-2	-23	-7	-18	-4	-6	0	1	1	1	-3	5	-3	-3	0	1	9	17	2	5	-6	1	2	8	2	5	-1	-2	-2	-2	7	-5	-7	-2	10	1	5	-3	-4
0	0	-23	-1	-18	-3	4	-1	-2	-6	2	-1	1	-3	2	0	1	-3	14	1	3	4	-2	-2	-1	2	3	11	2	-1	-1	-3	-5	1	-1	-1	-5	-1	2	-4
0	-6	-23	-15	-18	1	7	-1	-1	0	0	2	2	0	0	0	2	0	14	-8	6	7	-5	1	-2	0	-3	-1	-1	2	-6	5	1	-7	-2	3	2	0	-1	0
0	0	-23	-3	-18	3	8	1	3	0	-3	0	-5	3	-3	0	2	9	17	-9	1	-8	6	0	5	-1	-6	18	0	3	4	-3	-3	1	7	6	-6	-2	-5	-11
0	-11	-6	-17	-3	-3	8	1	2	-4	7	-2	-1	-1	-4	0	-1	4	0	-5	-5	-5	3	9	-5	-4	5	5	-9	-9	-9	-8	-1	7	4	-6	-6	9	5	-7
0	-11	-13	-17	1	11	8	-2	-1	-1	-5	-3	5	3	-3	3	-4	-10	-2	10	-5	-5	6	-3	-5	0	4	12	4	-6	1	-6	-7	8	4	4	2	3	-2	-9
0	-11	-23	-8	-18	-2	-6	1	2	4	-2	-1	1	0	-4	1	-2	3	-2	-9	6	6	-1	3	4	-1	5	18	4	-5	0	0	5	-7	3	6	3	2	10	3
0	-11	-23	-8	1	-6	-2	-1	1	2	-4	1	8	4	-1	-1	-1	-10	-1	-2	-5	-8	-1	3	3	3	2	12	0	-3	2	0	1	-5	4	0	-3	2	1	-4
0	-11	-23	-17	-4	6	-6	-2	2	-1	-1	1	-7	2	-6	-2	-1	-2	13	0	-2	3	1	-4	-7	-1	2	-1	3	-7	-7	0	1	8	1	5	12	7	7	-8
0	-11	-23	-13	-15	7	-2	1	1	-4	-2	0	7	4	6	4	-3	-10	17	9	0	-5	-2	-1	-3	-2	-1	18	-2	2	5	1	7	4	2	11	5	8	-3	-3
0	-11	-2	-17	-8	10	8	-2	0	1	-7	-1	7	-5	-2	-1	0	0	-2	4	-3	0	1	-6	2	-4	3	16	6	1	10	5	-8	-3	7	12	9	-2	7	-9
0	-11	-5	-3	-5	-6	8	0	0	0	-5	-4	-3	-3	2	3	-2	2	17	10	6	-8	0	1	-6	-2	-6	-1	-9	6	8	-6	-1	-6	-3	1	-1	9	10	-1
0	-11	-2	-17	-14	13	8	0	0	-7	0	2	7	-2	-5	1	0	-10	17	10	6	2	-5	-6	1	-5	5	9	-1	1	-8	2	-1	-1	0	10	-1	4	-5	-5
0	-11	-23	-5	-9	1	-6	0	0	2	-1	-1	1	1	-1	-3	-6	1	17	-9	-3	-1	-3	1	3	0	-1	17	4	-2	3	-8	-8	-1	1	13	-4	2	10	3
0	-11	-23	-12	-16	2	-1	0	0	-2	1	-3	5	1	-4	-3	1	-2	17	-9	0	-1	2	5	5	2	1	11	-1	2	-8	6	-2	2	2	-6	-4	3	2	-3
0	-11	-23	-4	-1	13	-4	1	1	2	0	-3	5	-3	4	-1	2	-8	17	-9	0	3	-2	2	8	0	-3	-1	4	-8	2	-5	0	6	1	-4	-5	3	9	-4
40
23
1e+009	1580	2279	1020	1796	3271	523	10427	8946	5914	8153	12199	7334	6473	6949	7266	5909	4458	468	1313	5987	4714	5148	6920	3433	5106	6185	5687	7245	5324	4354	5023	7137	8249	8322	7758	8074	9074	7478	3585	
1080	1e+009	1183	1085	697	2486	908	9328	7847	5084	7665	11100	6531	5593	6069	6463	5029	4833	1333	1431	6362	5087	4736	7295	3135	4226	6560	6290	7620	5709	4739	5408	7538	8650	8707	8159	8475	9475	8058	2763	
1732	1866	1e+009	1372	734	2614	1579	9365	7884	5223	7818	11137	6670	5732	6208	6602	5168	5096	1619	1838	6625	5396	4862	7558	3288	4365	6822	6607	7882	6111	5141	5810	8030	9142	9109	8651	8967	9967	8398	2916	
497	1616	2025	1e+009	1542	3209	1020	10044	8563	5851	8386	11816	7271	6380	6856	7203	5816	4955	965	1810	6484	5211	5459	7417	3856	5013	6682	5975	7742	5607	4637	5306	7426	8538	8605	8047	8363	9363	7767	3484	
1719	1668	1139	1358	1e+009	1880	1437	8914	7433	4492	7133	10686	5939	5001	5477	5871	4437	4898	1606	1640	6427	5198	4128	7360	3090	3634	6624	6584	7684	5913	4943	5612	7832	8944	8911	8453	8769	9769	8352	2458	
3449	2369	3010	3128	2263	1e+009	2892	10150	8677	2924	5253	11922	4268	4068	4545	4200	4347	3364	3378	2040	4892	3432	2250	5826	1231	4273	5089	6275	6151	4616	3645	4315	6842	7954	7671	7463	7772	9029	7834	579	
956	1535	2202	943	1496	2748	1e+009	10106	8644	5391	7630	11878	6811	5950	6426	6743	5386	3935	843	790	5464	4191	4625	6397	2910	4583	5662	5382	6722	4801	3831	4500	6630	7742	7799	7251	7567	8567	7150	3062	
10080	10187	9502	9719	8536	10044	9956	1e+009	1732	7342	10604	2224	9273	6653	6299	8897	6311	13102	9968	10158	14702	13476	12294	15564	11267	6459	14899	14955	15960	14431	13461	14130	16351	17463	17338	16972	17288	18288	16746	10623	
8412	8515	7834	8052	6868	8312	8284	2305	1e+009	5610	8932	4077	7541	4926	4572	7224	4579	11370	8301	8487	12970	11744	10562	13832	9535	4786	13167	13287	14228	12760	11790	12459	14679	15791	15606	15300	15616	16616	15078	8891	
5971	4973	5304	5733	4553	2767	5452	7416	5942	1e+009	3516	9188	1931	1205	1682	1963	1674	6060	5983	4678	7588	6199	4984	8522	3998	1531	7785	8971	8847	7383	6341	7010	9537	10649	10424	10158	10468	11745	10530	3346	
8430	7419	8157	8114	7406	5248	7836	10701	9203	3516	1e+009	12515	1806	4123	4598	2036	4603	6170	8272	7087	6753	4951	3987	6375	4995	5047	7714	10819	7648	9160	8188	8859	11386	12150	10289	11659	11420	13573	12379	5046	
11591	11694	11013	11231	10047	11491	11463	2263	3179	8789	12111	1e+009	10720	8105	7751	10403	7758	14549	11480	11666	16149	14923	13741	17011	12714	7965	16346	16466	17407	15939	14969	15638	17858	18970	18785	18479	18795	19795	18257	12070	
7350	6352	6745	7123	5994	4146	6886	9342	7868	1931	1806	11114	1e+009	3075	3552	668	3560	5319	7372	6119	6895	4775	3535	7374	4144	3462	7091	9968	8153	8268	7337	8008	10535	11257	9853	10766	10527	12722	11528	4194	
6479	5936	6087	6231	5121	3911	5995	6743	5268	1205	4123	8515	3075	1e+009	528	2416	605	7204	6481	5624	8732	7343	6128	9666	5142	1807	8929	10115	9991	8527	7485	8154	10681	11793	11531	11302	11612	12889	11674	4490	
6956	6413	6563	6708	5597	4388	6472	6215	4741	1682	4598	7987	3552	528	1e+009	2890	1082	7681	6958	6101	9209	7819	6605	10143	5618	2284	9406	10592	10468	9004	7962	8631	11158	12270	12007	11779	12089	13366	12151	4966	
7282	6284	6677	7055	5926	4078	6818	8992	7494	1963	2036	10806	668	2416	2890	1e+009	2895	5539	7304	6051	7115	4995	3755	7987	4361	3373	7311	10189	8373	8488	7558	8229	10756	11477	10073	10986	10747	12943	11748	4236	
5916	5375	5523	5668	4557	4316	5432	6490	5014	1674	4603	8262	3560	605	1082	2895	1e+009	7376	5918	5063	8922	7693	6566	9838	5541	1244	9119	10163	10179	8748	7778	8449	10976	12088	11611	11597	11801	13163	11969	4895	
4703	4543	5726	4690	5000	3364	4156	13361	11887	6207	6173	15133	5319	7325	7802	5539	7390	1e+009	4281	3540	1616	2128	3133	2464	2835	7316	1812	5426	2874	2990	2720	3468	5426	5980	4574	5489	5250	7692	6982	3638	
538	1709	2041	782	1558	3286	653	10189	8708	5937	8283	11961	7357	6494	6970	7289	5930	4463	1e+009	1443	6043	4844	5278	6925	3563	5127	6241	5219	7302	4890	3920	4589	6669	7781	7888	7290	7606	8606	7010	3571	
1556	1265	2426	1543	1714	1988	1012	10324	8800	4638	7065	12048	6058	5751	6228	5990	5190	3502	1443	1e+009	5031	3756	4060	5964	2153	4323	5229	5378	6289	4378	3408	4077	6548	7660	7376	7169	7485	8564	7147	2272	
6420	6259	7442	6407	6716	5079	5873	14976	13503	7823	6700	16748	7081	8941	9418	7302	9106	1814	5999	5256	1e+009	2526	3766	2054	4313	9032	1242	5930	2110	3131	3328	3970	5456	5998	3978	5511	5268	8196	7486	5254	
4957	4843	6026	4944	5300	3497	4410	13529	12056	6237	4952	15301	4777	7381	7858	4997	7690	2128	4844	3800	2577	1e+009	1247	3012	2316	7616	2771	7348	3831	4549	4739	5388	6984	7526	5506	7039	6796	9614	8904	3069	
5383	4419	5179	5114	4432	2250	4836	12398	10925	4990	3988	14170	3534	6134	6611	3755	6584	3133	5271	4087	3817	1247	1e+009	4252	1996	6510	4011	7820	5071	5787	5189	5860	8224	8766	6746	8279	8036	10574	9379	2046	
7165	7005	8188	7152	7462	5826	6618	15824	14351	8671	6375	17596	7361	9789	10266	7993	9852	2464	6743	6002	2107	3012	4252	1e+009	5298	9778	3100	7683	2737	4884	5074	5723	7148	7666	5646	7180	6940	9949	9239	6074	
3861	2874	4057	3569	3326	1371	3314	11508	10034	4134	4912	13280	4056	5278	5755	4096	5705	2778	3748	2542	4354	2235	1907	5238	1e+009	5631	4550	6568	5612	4907	3937	4608	7135	8247	7298	7756	7611	9322	8127	941	
5123	4870	4722	4875	3756	4244	4639	6640	5184	1531	5047	8412	3462	1807	2284	3373	1244	7303	5125	4841	8848	7619	6494	9765	5469	1e+009	9045	9786	10105	8674	7704	8375	10902	12014	11539	11523	11727	12971	11554	4823	
6430	6269	7452	6417	6726	5089	5883	14986	13513	7833	7716	16758	7188	8951	9428	7408	9116	1909	6008	5266	1049	2771	4011	3100	4420	9042	1e+009	4688	1597	1889	2544	2728	4239	4781	2762	4294	4051	6954	6244	5361	
